name,rating,picture,address,city,postcode,lon,lat,type,id
Chianti Cafe & Restaurant,3.5,//s3-media1.fl.yelpcdn.com/bphoto/u5xYdpVk4TroqqtiVggp_Q/90s.jpg,10816 MacLeod Trl SE,Calgary,T2J 5N8,-114.071492,50.957004,italian,388
Chianti Cafe & Restaurant,3.5,//s3-media2.fl.yelpcdn.com/bphoto/P2RMen-4d0l2CggHaaas0g/90s.jpg,2805 32 Avenue NE,Calgary,T1Y 6J1,-113.99386,51.081403,italian,389
Chicago Deep Dish Pizza,4,//s3-media3.fl.yelpcdn.com/bphoto/oCq_1uSutCa1PgUrnplA9w/90s.jpg,7248 Ogden Rd SE,Calgary,T2C 1B6,-113.998777,50.987151,italian,390
Cibo,3.5,//s3-media3.fl.yelpcdn.com/bphoto/LMnPfL05RtGn3ocKLatCBw/90s.jpg,1012 17 Avenue SW,Calgary,T2T 0A5,-114.08502,51.037858,italian,391
Coco Brooks - Airways Industrial Park,4,//s3-media4.fl.yelpcdn.com/bphoto/1d7wLOhjrG85nhLEEGD72A/90s.jpg,2020M 32 Avenue NE,Calgary,T2E 6T4,-114.010568,51.081567,italian,392
Crown Grocery & Pizza,4.5,//s3-media2.fl.yelpcdn.com/bphoto/sFI7d22VLOMj7i1OO5QgMg/90s.jpg,1104 20 Ave NW,Calgary,T2M 1E8,-114.08528,51.070437,italian,393
Dolce Sapori,2.5,//s3-media2.fl.yelpcdn.com/bphoto/tLClMNyegYp9YIx0MsiEwA/90s.jpg,1147 Kensington Crescent NW,Calgary,T2N,-114.088804,51.052314,italian,394
Double Zero Pizza,3.5,//s3-media1.fl.yelpcdn.com/bphoto/CFCUrvvSw_N8W178bsWJJw/90s.jpg,751 4th Street SW,Calgary,T2P 4K8,-114.071549,51.046239,italian,395
Double Zero Pizza - Chinook,3.5,//s3-media4.fl.yelpcdn.com/bphoto/BhS8cIpyTPuqPbNz_9hXjw/90s.jpg,6455 Macleod Trail SW,Calgary,T2H 0K8,-114.071737,50.995944,italian,396
Edelweiss Village,4.5,//s3-media3.fl.yelpcdn.com/bphoto/52BAJBf0ouE6DoPTCKOhNA/90s.jpg,1921 20 Avenue NW,Calgary,T2M 1H6,-114.10566,51.070513,italian,397
Escoba Bistro & Wine Bar,4.5,//s3-media3.fl.yelpcdn.com/bphoto/uGtjhrGxN2LX6HwTyMvZ9w/90s.jpg,624 8th Avenue SW,Calgary,T2P 1G4,-114.075219,51.045928,italian,398
Famoso Neapolitan Pizzeria,3.5,//s3-media4.fl.yelpcdn.com/bphoto/q4CJoXAQT5BKd04h9rocNw/90s.jpg,125 Stewart Green SW,Calgary,T3H 3C8,-114.168221,51.016701,italian,399
Famoso Neapolitan Pizzeria,4,//s3-media1.fl.yelpcdn.com/bphoto/ttkBztm0Uo5VmWJPn02jpQ/90s.jpg,2303 4th Street SW,Calgary,T2S 2S7,-114.071574,51.032131,italian,400
Famoso Pizzeria,4,//s3-media3.fl.yelpcdn.com/bphoto/iOQpv6R1OzlUrwxsMVM-NA/90s.jpg,5 High Street SE,Calgary,T2Z,-113.960224,50.916198,italian,401
Fergus & Bix Restaurant and Beer Market,3.5,//s3-media4.fl.yelpcdn.com/bphoto/Ortby4j4oz3keT6ak_aYWw/90s.jpg,2018 33 Avenue SW,Calgary,T2T 1Z4,-114.107971,51.024018,italian,402
Fiore Cantina Italiana,3.5,//s3-media1.fl.yelpcdn.com/bphoto/V5xa4yM0_I0c6RiTr0RQDA/90s.jpg,638 17 Avenue SW,Calgary,T2S 0B4,-114.075895,51.037858,italian,403
Full Circle Pizza and Oyster Bar,4,//s3-media2.fl.yelpcdn.com/bphoto/UsNEqtxZfX6LiUWSVEF_pg/90s.jpg,933 17 Avenue SW,Calgary,T2T 5R6,-114.083901,51.037803,italian,404
Gaga Pizzeria,4,//s3-media2.fl.yelpcdn.com/bphoto/6hWXtHq7jdCiSRQEi81mUg/90s.jpg,12 Avenue SW,Calgary,T3C 1A7,-114.091265,51.042834,italian,405
Green Olive,2.5,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,9650 Harvest Hills Blvd Ne,Calgary,T3K 0B3,-114.069952,51.141579,italian,406
Green Olive,3,//s3-media4.fl.yelpcdn.com/bphoto/ryFqWcx-rnawv9kyGg941w/90s.jpg,2220 68 Street NE,Calgary,T1Y 6Y7,-113.935007,51.06917,italian,407
II Giardino Ristorante Italiano,4,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,344 17 Ave SW,Calgary,T2S 0A8,-114.069253,51.037855,italian,408
Il Centro,4,//s3-media2.fl.yelpcdn.com/bphoto/VJ5OTjpbGDe_boPXBboERw/90s.jpg,6036 3 Street SW,Calgary,T2H 0H9,-114.069497,50.999282,italian,409
Il Gallo Nero,3.5,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,211 17 Ave SE,Calgary,T2G 1H5,-114.060341,51.037803,italian,410
Inglewood Pizza,4,//s3-media1.fl.yelpcdn.com/bphoto/ces6CMPa5hqgg2JYtXy09g/90s.jpg,1225 9 Ave SE,Calgary,T2G 0S9,-114.035001,51.041494,italian,411
Involtini Ristorante,2,//s3-media2.fl.yelpcdn.com/bphoto/xLA5esqAyICGkIXpyQhiOw/90s.jpg,2515 90 Aveune SW,Calgary,T2V 0L8,-114.119282,50.972119,italian,412
K2 Grill and Wine,4,//s3-media4.fl.yelpcdn.com/bphoto/usqF5G1-w_eAv4dQKnNb-Q/90s.jpg,4604 37 Street SW,Calgary,T3E 3C9,-114.141107,51.0137,italian,413
Kitchen,1.5,//s3-media1.fl.yelpcdn.com/bphoto/oVfrn8uxU3pxc_jTu5eUgA/90s.jpg,351 4th Ave SW,Calgary,T2P 0J4,-114.068864,51.049464,italian,414
La Brezza Restaurant & Cafe,4,//s3-media1.fl.yelpcdn.com/bphoto/3B5h7hL1XP4GcWEt_SeLHA/90s.jpg,990 1 Avenue NE,Calgary,T2E 8J3,-114.040941,51.053258,italian,415
La Cantina,3.5,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,416 1 Avenue NE,Calgary,T2E,-114.05326,51.053448,italian,416
La cola Napoli Ristorante,4,//s3-media1.fl.yelpcdn.com/bphoto/kEzWQ3eu7q_tfEB8WRDArQ/90s.jpg,12445 Lake Fraser Drive SE,Calgary,T2J 7A4,-114.068069,50.942078,italian,417
LDV Pizza Bar,4,//s3-media4.fl.yelpcdn.com/bphoto/CBvSSBbNkMAmRWl2sy91Jw/90s.jpg,916 1st Avenue NE,Calgary,T2E 0C5,-114.042031,51.053248,italian,418
Matador Pizza & Steak House,3,//s3-media3.fl.yelpcdn.com/bphoto/EkBq8xyG2_kkQqC1-ymq_w/90s.jpg,4625 Varsity Drive NW,Calgary,T3A 0Z7,-114.153096,51.093023,italian,419
Mercato,4,//s3-media3.fl.yelpcdn.com/bphoto/p4aKBsKH4SQPWwqI6kTGGw/90s.jpg,2224 4th St SW,Calgary,T2S 1W9,-114.071488,51.033097,italian,420
Mercato West,3.5,//s3-media2.fl.yelpcdn.com/bphoto/9cZ3xzer0nTLqCWx2a8eYQ/90s.jpg,873 85th Street SW,Calgary,T3H 0J5,-114.211125,51.060651,italian,421
Midtown Kitchen & Bar,3,//s3-media3.fl.yelpcdn.com/bphoto/NnT-mWATjQekE8C8HPiXqg/90s.jpg,302 10th Street NW,Calgary,T2N 1V8,-114.085885,51.054169,italian,422
MiraKuru,4,//s3-media2.fl.yelpcdn.com/bphoto/R9wrykJGbTR8FCCxSMgQoQ/90s.jpg,529-17th Avenue sw.,Calgary,T2S 0A9,-114.073341,51.037803,italian,423
Mitillinis Pizza & Steak House,3.5,//s3-media4.fl.yelpcdn.com/bphoto/KmT0CCbJjns2BWLovGrbNA/90s.jpg,5720 Silver Springs Blvd NW,Calgary,T3B 4N7,-114.188621,51.10567,italian,424
Mr Sub,4,//s3-media2.fl.yelpcdn.com/bphoto/JI9FUUIXHh5vjgZiS6In0A/90s.jpg,4662 MacLeod Trl SW,Calgary,T2G 5E8,-114.066157,51.011857,italian,425
Olive Garden,3,//s3-media2.fl.yelpcdn.com/bphoto/RVEsLTgLb_mGBeFpduxVBg/90s.jpg,333 36 Street NE,Calgary,T2A 7R4,-113.981994,51.053429,italian,426
Olive Grove Pizzeria,3,//s3-media1.fl.yelpcdn.com/bphoto/Ke48lVQXXjdlOOwmiUc0GQ/90s.jpg,11566 24 Street SE,Calgary,T2Z 3J3,-114.002652,50.951499,italian,427
Osteria De Medici,2,//s3-media3.fl.yelpcdn.com/bphoto/6jlBkpsDPs8kdhN0Cc7zfQ/90s.jpg,201 10 Street NW,Calgary,T2N 1V5,-114.085945,51.052809,italian,428
Pacini Pasta & Grill Ristorante,3,//s3-media4.fl.yelpcdn.com/bphoto/wvB7GmsjZ2Uv7haVM0-kiA/90s.jpg,123 Freeport Boulevard NE,Calgary,T3N 0A3,-114.001311,51.150734,italian,429
Panini Pizza & Pasta,3,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,1616 14 Ave NW,Calgary,T2N 1M5,-114.097872,51.064447,italian,430
Partners Dining & Cocktail Lounge,3.5,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,7740 18 St SE,Calgary,T2C 2N5,-114.015756,50.983162,italian,431
Pelican Pier Seafood Bar,4,//s3-media1.fl.yelpcdn.com/bphoto/JLSPCj5pFYbfKr-7k6MmEA/90s.jpg,4404 14 Street NW,Calgary,T2K 1J5,-114.094597,51.09138,italian,432
Pita Basket Cafe,3.5,//s3-media2.fl.yelpcdn.com/bphoto/4Musz6OneAI9HW5t6HedQg/90s.jpg,3221 Sunridge Way NE,Calgary,T1Y 7M4,-113.99113,51.069163,italian,433
Red Rock Bar and Grill,3.5,//s3-media3.fl.yelpcdn.com/bphoto/8TI-rFpV6FL4e6OJ1vL8pg/90s.jpg,60 Crowfoot Crescent NW,Calgary,T3G 3J9,-114.19961,51.125821,italian,434
Ristorante Pizza Bella Italia,1,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,3109 Palliser Drive SW,Calgary,T2V 4W5,-114.130475,50.970365,italian,435
Ristorante Pulcinella,3.5,//s3-media3.fl.yelpcdn.com/bphoto/jrAudqumu0pJYcgxRfaZqw/90s.jpg,1147 Kensington Crescent NW,Calgary,T2N 1X7,-114.088804,51.052314,italian,436
Rustic Sourdough Bakery,4,//s3-media1.fl.yelpcdn.com/bphoto/X2coZ1vOdeBySvPM81iH-w/90s.jpg,1305 17 Avenue SW,Calgary,T2T 0C4,-114.09207,51.037783,italian,437
San Remo Ristorante,2.5,//s3-media3.fl.yelpcdn.com/bphoto/5i5R4BZvhHXADIZapUUX1w/90s.jpg,26 McKenzie Towne Gate Southeast,Calgary,T2Z 0N2,-113.961898,50.915447,italian,438
Sassi Kitchen & Bar,2,//s3-media2.fl.yelpcdn.com/bphoto/V5KEUQ8COUrVByr9xFGUfw/90s.jpg,2004 4 Street SW,Calgary,T2S 1W3,-114.071487,51.034942,italian,439
Sauce,3.5,//s3-media1.fl.yelpcdn.com/bphoto/j1ZRwmcH6Y5VsW7MIGcEQQ/90s.jpg,3326 17th Avenue SW,Calgary,T3E 0B4,-114.13452,51.037845,italian,440
Sepino,2.5,//s3-media1.fl.yelpcdn.com/bphoto/BhFn2EdTHg9C3CWBwzCYCQ/90s.jpg,7222 Edgemont Blvd NW,Calgary,T3A 2X7,-114.155577,51.119555,italian,441
Soffritto,4.5,//s3-media3.fl.yelpcdn.com/bphoto/RGw89DSvJ0L-UKhyQhpUcg/90s.jpg,380 Canyon Meadows Drive SE,Calgary,T2J,-114.064996,50.930308,italian,442
Spaghetti Cafe Prairie,4.5,//s3-media2.fl.yelpcdn.com/bphoto/-kKrpxEbVLsct5ukgu3b0w/90s.jpg,4708 16th Avenue NW,Calgary,T3B 0N1,-114.163452,51.071946,italian,443
Spinelli,4,//s3-media4.fl.yelpcdn.com/bphoto/KpCXnZdNUZbNDIelUMnShg/90s.jpg,9919 Fairmount Drive SE,Calgary,T2J 1G7,-114.058684,50.963191,italian,444
Spiros On 17th,4,//s3-media2.fl.yelpcdn.com/bphoto/4TYyM6J-yoH6PYFukSjE5A/90s.jpg,1902 33 St SW,Calgary,T3E 2S5,-114.135437,51.03766,italian,445
Stromboli Inn,4.5,//s3-media3.fl.yelpcdn.com/bphoto/HRnkU-xYASg8h50YXQUhJg/90s.jpg,614 1st Avenue NE,Calgary,T2E 0B6,-114.05087,51.053218,italian,446
Sugo Caffe Italia,3.5,//s3-media2.fl.yelpcdn.com/bphoto/nFGwuZBibfsUwhddAJWDgQ/90s.jpg,1214 9 Avenue SE,Calgary,T2G 0T1,-114.035961,51.041938,italian,447
Sunterra Market,3,//s3-media3.fl.yelpcdn.com/bphoto/MHtDQlJAYjUir_7psROpig/90s.jpg,803 49 Avenue SW,Calgary,T2S 1G8,-114.081851,51.009573,italian,448
Taste Restaurant,4,//s3-media1.fl.yelpcdn.com/bphoto/InYjEvMrgCF5xkHUme9nYQ/90s.jpg,1210 1st Street SW,Calgary,T2R 0V4,-114.065735,51.041313,italian,449
The Holy Grill,4.5,//s3-media3.fl.yelpcdn.com/bphoto/7-Nuyu3RuJssl-J85zSKZQ/90s.jpg,827 10th Avenue SW,Calgary,T2R 0B4,-114.079638,51.04376,italian,450
The Living Room Restaurant,3.5,//s3-media2.fl.yelpcdn.com/bphoto/A9eDyDsqTSLzvYzHy8H7lg/90s.jpg,514 17 Ave SW,Calgary,T2S 0B1,-114.07246,51.037848,italian,451
The Place Steakhouse,4,//s3-media3.fl.yelpcdn.com/bphoto/rcIawQ38bw5O76Y6KK0ddA/90s.jpg,6308 Bowness Road NW,Calgary,T3B 0E5,-114.178738,51.085117,italian,452
The Store,4,//s3-media1.fl.yelpcdn.com/bphoto/ylyD_778N-MNAADFmw5Gpg/90s.jpg,5140 Skyline Way NE,Calgary,T2E 6V1,-114.040848,51.098338,italian,453
Toscana,2.5,//s3-media3.fl.yelpcdn.com/bphoto/0z7aH7PI4H1dz_x0QmwWOw/90s.jpg,8330 Macleod Trail SE,Calgary,T2H 2V2,-114.071428,50.978734,italian,454
UNA Pizza + Wine,4,//s3-media2.fl.yelpcdn.com/bphoto/xkfwwweu2mRb5penEllyiw/90s.jpg,618 17th Avenue SW,Calgary,T2S 0B4,-114.07551,51.037858,italian,455
Via Cibo,4,//s3-media2.fl.yelpcdn.com/bphoto/jpuOB_WAKXFR3-lLphhDPg/90s.jpg,7929 11th Street SE,Calgary,T2H 0A7,-114.042586,50.983843,italian,456
Villa Firenze,4.5,//s3-media1.fl.yelpcdn.com/bphoto/MjDTWjUiERb5ye6WZ1vajQ/90s.jpg,610 1 Avenue NE,Calgary,T2E 0B6,-114.051021,51.053208,italian,457
Villa Maria,4,//s3-media1.fl.yelpcdn.com/bphoto/4n6tqPSwtmPnK3Rg36W6dQ/90s.jpg,121 17th Avenue SE,Calgary,T2G 1H3,-114.062301,51.037803,italian,458
Vin Room Mission,4,//s3-media4.fl.yelpcdn.com/bphoto/FE280fUaXRGwLtxKdjW8AA/90s.jpg,2310 4th Street SW,Calgary,T2S 1X2,-114.071477,51.031891,italian,459
Why Not,3,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,555 Strathcona Boulevard SW,Calgary,T3H 2Z9,-114.184707,51.048623,italian,460
Winebar Kensington,4.5,//s3-media2.fl.yelpcdn.com/bphoto/ZM7ycKvty59Gnft-0P4ykw/90s.jpg,1131 Kensington Road NW,Calgary,T2N,-114.08778,51.052494,italian,461
Without Papers Pizza,3.5,//s3-media2.fl.yelpcdn.com/bphoto/zTS-rs-OOXOLeybdywtaDw/90s.jpg,1216 9th Avenue SE,Calgary,T2G 0T1,-114.036231,51.042034,italian,462
Atlas Pizza & Sports,4,//s3-media3.fl.yelpcdn.com/bphoto/vEUymOK63JkwQi03I7oWQA/90s.jpg,6060 Memorial Drive NE,Calgary,T2A 5Z5,-113.948151,51.052957,pub,463
Ballys,3,//s3-media1.fl.yelpcdn.com/bphoto/Yo0cJBjgcxfHrnvYpPQqaQ/90s.jpg,2905 14 Street SW,Calgary,T2T 3V5,-114.094754,51.02823,pub,464
Bamboo Tiki Room,4,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,1205 1st Street SW,Calgary,T2E 4Y7,-114.065824,51.041222,pub,465
Bear & Kilt Freehouse,3.5,//s3-media2.fl.yelpcdn.com/bphoto/lMOehKivXynpyFP7k5voaw/90s.jpg,110 8th Ave SW,Calgary,T2P 1B3,-114.063709,51.045558,pub,466
Beer Revolution,4,//s3-media4.fl.yelpcdn.com/bphoto/0MEEUkNo_ZTY6YADK6RPMA/90s.jpg,1080 8 Street SW,Calgary,T2R 0J3,-114.081393,51.043098,pub,467
Below Deck,3.5,//s3-media3.fl.yelpcdn.com/bphoto/x6q42T_jQVI242LsKvxG4A/90s.jpg,221 8 Ave SW,Calgary,T2P 7N2,-114.06637,51.059743,pub,468
Black Bull,3,//s3-media2.fl.yelpcdn.com/bphoto/PIehR3-65RnrwDLaXMh_KQ/90s.jpg,53 Hunterhorn Road NE,Calgary,T2K 6H9,-114.05005,51.115871,pub,469
Blanco Cantina,3,//s3-media3.fl.yelpcdn.com/bphoto/Sh6oBBUEFI1EjAFr-jTldQ/90s.jpg,723 17 Avenue SW,Calgary,T2S 0B6,-114.078651,51.037803,pub,470
Blind Beggar,4,//s3-media4.fl.yelpcdn.com/bphoto/nG5jjHh9XmvYReL4dO9DPA/90s.jpg,4608 MacLeod Trail SW,Calgary,T2G 5E8,-114.065825,51.012584,pub,471
Blind Beggar,4,//s3-media4.fl.yelpcdn.com/bphoto/nG5jjHh9XmvYReL4dO9DPA/90s.jpg,4608 MacLeod Trail SW,Calgary,T2G 5E8,-114.065825,51.012584,pub,472
Boomtown,3,//s3-media1.fl.yelpcdn.com/bphoto/kFyJ5bp6-8t85cVPTAGQZA/90s.jpg,135 Southland Drive SE,Calgary,T2J 5X5,-114.069851,50.964934,pub,473
Brewsters Brewing Company & Restaurant,3.5,//s3-media1.fl.yelpcdn.com/bphoto/4k1ruZhF16_95o_cLXG6RQ/90s.jpg,834 11th Avenue SW,Calgary,T2R 0E5,-114.079893,51.04285,pub,474
Brewsters Brewing Company & Restaurant,3,//s3-media1.fl.yelpcdn.com/bphoto/_OrykRI4DOMgB0s0b4t4Hw/90s.jpg,53 Street SE,Calgary,T2C 4V1,-113.95659,51.00305,pub,475
Brewsters Brewing Company & Restaurant,3.5,//s3-media4.fl.yelpcdn.com/bphoto/6uYF8EkgpGEySNIS1whgXA/90s.jpg,25 Crowfoot Terrace NW,Calgary,T3G 4J8,-114.199815,51.125776,pub,476
Briggs Kitchen,4,//s3-media3.fl.yelpcdn.com/bphoto/X4409-LpRa3IHRXsFlJlOQ/90s.jpg,317 10th Avenue SW,Calgary,T2R 0A5,-114.056361,51.061513,pub,477
Broken City Social Club,4,//s3-media4.fl.yelpcdn.com/bphoto/Quy55nMnU52GcaLeKMYQVQ/90s.jpg,613 11 Ave SW,Calgary,T2R 0E1,-114.074991,51.042673,pub,478
Buffalo Wild Wings,3,//s3-media2.fl.yelpcdn.com/bphoto/M__M8Rg-MIgsSJQNWXPfaA/90s.jpg,9697 Macleod Trail,Calgary,T2J 0P6,-114.071767,50.967775,pub,479
Bull & Finch,3,//s3-media4.fl.yelpcdn.com/bphoto/gEml6d27-9Od2bUHgF63fQ/90s.jpg,10233 Elbow Drive SW,Calgary,T2W 1E8,-114.084823,50.961973,pub,480
Bull & Finch,3,//s3-media1.fl.yelpcdn.com/bphoto/1kYZEO7pu4UQppyMsPj6QQ/90s.jpg,11520 24 Street SE,Calgary,T2Z 3E9,-114.001455,50.952658,pub,481
Bull & Finch,3.5,//s3-media2.fl.yelpcdn.com/bphoto/r2XN61W6zI1l9Wy7qCIz_A/90s.jpg,2335 162 Avenue SW,Calgary,T2Y 4S6,-114.11215,50.906643,pub,482
Bull & Finch,3,//s3-media4.fl.yelpcdn.com/bphoto/gEml6d27-9Od2bUHgF63fQ/90s.jpg,10233 Elbow Drive SW,Calgary,T2W 1E8,-114.084823,50.961973,pub,483
CRAFT Beer et,3.5,//s3-media4.fl.yelpcdn.com/bphoto/zucrtSiuKDJvj24O76bIUg/90s.jpg,345 10th Avenue SW,Calgary,T2R 0A5,-114.068935,51.043438,pub,484
Dickens,4,//s3-media3.fl.yelpcdn.com/bphoto/76m65RgIFOJlJRK5-Xi2WQ/90s.jpg,1000 9th Avenue SW,Calgary,T2P 2Y6,-114.084159,51.045228,pub,485
Dixons Public House,3,//s3-media2.fl.yelpcdn.com/bphoto/tvumSl8aTwSG5pjiDJXE4Q/90s.jpg,15425 Bannister Road SE,Calgary,T2X 3E9,-114.06596,50.914743,pub,486
Donegal Irish,3,//s3-media3.fl.yelpcdn.com/bphoto/FOmdoRatOssxlqVLKrcHWw/90s.jpg,1637 37 St SW,Calgary,T3C 1S7,-114.141264,51.038421,pub,487
Drum & Monkey,3.5,//s3-media3.fl.yelpcdn.com/bphoto/2PtvI2Bt9Kp-4HnczNy4Cg/90s.jpg,1201 1 Street SW,Calgary,T2R 0V3,-114.065824,51.041323,pub,488
Earls Kitchen,3,//s3-media1.fl.yelpcdn.com/bphoto/4Oc4wh9buoOunRzurAPe6w/90s.jpg,2401 4th Street,Calgary,T2S 1X5,-114.071574,51.031251,pub,489
Escoba Bistro & Wine,4.5,//s3-media3.fl.yelpcdn.com/bphoto/uGtjhrGxN2LX6HwTyMvZ9w/90s.jpg,624 8th Avenue SW,Calgary,T2P 1G4,-114.075219,51.045928,pub,490
Fourth & 4th,4,//s3-media3.fl.yelpcdn.com/bphoto/MYc1lyU7T3-nz8yIj6UtEg/90s.jpg,503 4th Ave SW,Calgary,T2P 0J7,-114.071812,51.049563,pub,491
Fourth & 4th,4,//s3-media3.fl.yelpcdn.com/bphoto/MYc1lyU7T3-nz8yIj6UtEg/90s.jpg,503 4th Ave SW,Calgary,T2P 0J7,-114.071812,51.049563,pub,492
Gallaghers,3,//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/c73d296de521/assets/img/default_avatars/business_90_square.png,5010 4 Street NE,Calgary,T2K 5X8,-114.053798,51.096924,pub,493
Galliano Neighbourhood,3.5,//s3-media2.fl.yelpcdn.com/bphoto/lu1R7lbgTeeb794BQdajFA/90s.jpg,817 19 Street NE,Calgary,T2E 4X5,-114.013247,51.058817,pub,494
Hexters,3.5,//s3-media2.fl.yelpcdn.com/bphoto/BHrznqEbsYiDjDh27L5r7g/90s.jpg,6404 Bowness Rd NW,Calgary,T3B 0E7,-114.18014,51.085752,pub,495
Home & Away,4,//s3-media4.fl.yelpcdn.com/bphoto/xkRvQDipUJfM2Lu-m1072Q/90s.jpg,1331 17 Avenue SW,Calgary,T2T 0C4,-114.09151,51.067813,pub,496
Jamesons,3,//s3-media2.fl.yelpcdn.com/bphoto/SoSxEYVm0OIeQ1unfvSXGw/90s.jpg,3790 Brentwood Rd NW,Calgary,T2L 1K8,-114.128236,51.085685,pub,497
Joyce On 4th,2.5,//s3-media2.fl.yelpcdn.com/bphoto/UQ1Z2xZqK8o8MBLT37-gyw/90s.jpg,24th Avenue SW,Calgary,T2S 0K4,-114.071925,51.031607,pub,498
Last Best Brewing & Distilling,4,//s3-media2.fl.yelpcdn.com/bphoto/avmiABB4fD6oHIvxDyqdXg/90s.jpg,607 11 Avenue SW,Calgary,T2R 0E1,-114.074383,51.04266,pub,499
Limericks Traditional Public House,3.5,//s3-media1.fl.yelpcdn.com/bphoto/OlKdIDTXbiF1Y7gE-7gLSQ/90s.jpg,7304 MacLeod Trl SE,Calgary,T2E 4Y7,-114.071416,50.988431,pub,500
Local 510,3.5,//s3-media3.fl.yelpcdn.com/bphoto/QFqwIdbRvOzaQysbgJxURw/90s.jpg,510 17 Avenue SW,Calgary,T2S 0B1,-114.07226,51.037848,pub,501
LOCAL on 8th Ave,4,//s3-media1.fl.yelpcdn.com/bphoto/kx-t0iA1AwwvehbkQWWZ6w/90s.jpg,310 8th Avenue SW,Calgary,T2P 1C1,-114.080877,51.050499,pub,502
Loungeburger,2.5,//s3-media4.fl.yelpcdn.com/bphoto/kYPOOa17P5NM15c9dGT5Cw/90s.jpg,1331 MacLeod Trail SE,Calgary,T2G 0L3,-114.058545,51.040055,pub,503
Melange,3.5,//s3-media1.fl.yelpcdn.com/bphoto/Jqrh6PE1GLQk3rwbQ3Ksqw/90s.jpg,644 6 Ave SW,Calgary,T2P 0S4,-114.074812,51.047823,pub,504
Midtown Kitchen &,3,//s3-media3.fl.yelpcdn.com/bphoto/NnT-mWATjQekE8C8HPiXqg/90s.jpg,302 10th Street NW,Calgary,T2N 1V8,-114.085885,51.054169,pub,505
Milk Tiger Lounge,4,//s3-media3.fl.yelpcdn.com/bphoto/LOD9XWtqXGhdctB9sAJphg/90s.jpg,1410 4th St SW,Calgary,T2R 0Y1,-114.071497,51.039341,pub,506
Ming,4,//s3-media2.fl.yelpcdn.com/bphoto/qc5ODRPt-Kqgomu_FsIKEQ/90s.jpg,520 17 Avenue SW,Calgary,T2S 0B1,-114.07267,51.037848,pub,507
Mug Shotz Sports,4,//s3-media3.fl.yelpcdn.com/bphoto/Q3V8XnvjvSGUti7RV2v0PA/90s.jpg,2808 Ogden Rd SE,Calgary,T2G 4R7,-114.031294,51.029392,pub,508
Mugs Restaurant &,3.5,//s3-media2.fl.yelpcdn.com/bphoto/UBCh3UFmtdEHoshJy_ClUg/90s.jpg,1330 15 Avenue SW,Calgary,T3C 0X7,-114.09389,51.039398,pub,509
National,3,//s3-media3.fl.yelpcdn.com/bphoto/-l6ueSypdfVOuIKOl0H-Nw/90s.jpg,550 17th Avenue Southwest,Calgary,T2S 0B2,-114.072958,51.037853,pub,510
National 10th,3.5,//s3-media3.fl.yelpcdn.com/bphoto/ZMah-vftc28tiyVdw8KYXQ/90s.jpg,341 10th Avenue SW,Calgary,T2R 0A5,-114.068871,51.043436,pub,511
National Westhills,3,//s3-media4.fl.yelpcdn.com/bphoto/el_RTq0mHIVyj_SzvvZjjg/90s.jpg,180 Stewart Green SW,Calgary,T3H 3C8,-114.168343,51.015899,pub,512
Newcastle,3.5,//s3-media2.fl.yelpcdn.com/bphoto/eu-F8imttkN-hP_QfnBRqg/90s.jpg,2703 17 Avenue SW,Calgary,T3E 0A7,-114.123997,51.037796,pub,513
Nixx Neighbourhood,3,//s3-media4.fl.yelpcdn.com/bphoto/l0pAftPbqzCzoXwrl4kCoQ/90s.jpg,2418 Edmonton Trail NE,Calgary,T2E 3M8,-114.056259,51.074033,pub,514
Nottinghams,3,//s3-media4.fl.yelpcdn.com/bphoto/ivkWgQjxK4I6R4qWkMLLOA/90s.jpg,8060 Silver Springs Boulevard NW,Calgary,T3B 5K1,-114.20544,51.115707,pub,515
Oak Tree Tavern,3.5,//s3-media2.fl.yelpcdn.com/bphoto/lnHFwB7rB0OEDufPceBcLQ/90s.jpg,124 10 Street NW,Calgary,T2N,-114.085857,51.052911,pub,516
Ogden Pizza &,3,//s3-media3.fl.yelpcdn.com/bphoto/dW4v059xp_uWlYbaIiWU9Q/90s.jpg,7401 Ogden Road SE,Calgary,T2C 1B9,-113.998864,50.986639,pub,517
